Source,Target
LattesID_4321840786300615,LattesID_1239530829485063
LattesID_2574448210558227,LattesID_1239530829485063
LattesID_5943992961586369,LattesID_1239530829485063
LattesID_3645721343222413,LattesID_1239530829485063
LattesID_9682903510701904,LattesID_1239530829485063
LattesID_6536245297893252,LattesID_1239530829485063
LattesID_7035846366494887,LattesID_1239530829485063
LattesID_8637062219533149,LattesID_1239530829485063
LattesID_9975594607712680,LattesID_1239530829485063
LattesID_5389724926978104,LattesID_1239530829485063
LattesID_4129555971703891,LattesID_1239530829485063
LattesID_3992728348404627,LattesID_1239530829485063
LattesID_8805678197318110,LattesID_1239530829485063
LattesID_5490473136492089,LattesID_1239530829485063
LattesID_9610216159787882,LattesID_1239530829485063
LattesID_4538048940944233,LattesID_1239530829485063
LattesID_5998137571081426,LattesID_1239530829485063
LattesID_5122884345022943,LattesID_1239530829485063
LattesID_8700657029733960,LattesID_1239530829485063
LattesID_4165131968563284,LattesID_1239530829485063
LattesID_8965822448469706,LattesID_1239530829485063
LattesID_7463461348511414,LattesID_1239530829485063
LattesID_3993422000423092,LattesID_1239530829485063
LattesID_5750072446371238,LattesID_1239530829485063
LattesID_1451560635433422,LattesID_1239530829485063
LattesID_8207092389931187,LattesID_1247301310025407
LattesID_2552414314657683,LattesID_1247301310025407
LattesID_8793185826605955,LattesID_1247301310025407
LattesID_9478330233440052,LattesID_1247301310025407
LattesID_4026741081717840,LattesID_1247301310025407
LattesID_3487658975192426,LattesID_1247301310025407
LattesID_466693304524529,LattesID_1247301310025407
LattesID_4058938674604956,LattesID_1247301310025407
LattesID_1340300022418312,LattesID_1247301310025407
LattesID_8934672564828570,LattesID_1247301310025407
LattesID_9436411671853194,LattesID_1247301310025407
LattesID_5062309886977914,LattesID_1247301310025407
LattesID_966261122035852,LattesID_1247301310025407
LattesID_8812457884150995,LattesID_1247301310025407
LattesID_2783528246640519,LattesID_1247301310025407
LattesID_3795489804219092,LattesID_1247301310025407
LattesID_8267540808392611,LattesID_1247301310025407
LattesID_2185858940513067,LattesID_1247301310025407
LattesID_5301803258473791,LattesID_1247301310025407
LattesID_4366472400277640,LattesID_1247301310025407
LattesID_9951953532998796,LattesID_1247301310025407
LattesID_4862640518724090,LattesID_1244195230407619
LattesID_1678341311249552,LattesID_1244195230407619
LattesID_7250822126376813,LattesID_1244195230407619
LattesID_4325039024327897,LattesID_1244195230407619
LattesID_9835223450599060,LattesID_1244195230407619
LattesID_3962047609973443,LattesID_1244195230407619
LattesID_1537708749916618,LattesID_1244195230407619
LattesID_5134397331258110,LattesID_1244195230407619
LattesID_4470299471136649,LattesID_1244195230407619
LattesID_5771316236931732,LattesID_1244195230407619
LattesID_7216467413729634,LattesID_1244195230407619
LattesID_3463997354620120,LattesID_1244195230407619
LattesID_2704626940443054,LattesID_1244195230407619
LattesID_5802482470061173,LattesID_1228255861618623
LattesID_3936359442260211,LattesID_1228255861618623
LattesID_7006106076394142,LattesID_1228255861618623
LattesID_4243706494960318,LattesID_1228255861618623
LattesID_6186143513885939,LattesID_1228255861618623
LattesID_6482812789034419,LattesID_1237734889563996
LattesID_5131835462241807,LattesID_1237734889563996
LattesID_8895286191588733,LattesID_1237734889563996
LattesID_7812068160956960,LattesID_1237734889563996
LattesID_4763179519142393,LattesID_1237734889563996
LattesID_5387747239629077,LattesID_1237734889563996
LattesID_5884365993751599,LattesID_1237734889563996
LattesID_2348393470315219,LattesID_1237734889563996
LattesID_6118998144128097,LattesID_1250229850106551
LattesID_8672519699420330,LattesID_1250229850106551
LattesID_1455891606089390,LattesID_1250229850106551
LattesID_6421558847529228,LattesID_1250229850106551
LattesID_7623606991449152,LattesID_1250229850106551
LattesID_2022849296629800,LattesID_1250229850106551
LattesID_5678674815308295,LattesID_1250229850106551
LattesID_5224596823722760,LattesID_1250229850106551
LattesID_5845759502991414,LattesID_1250229850106551
LattesID_440012186820109,LattesID_1250229850106551
LattesID_1496786139175849,LattesID_1250229850106551
LattesID_7418896617322475,LattesID_1250229850106551
LattesID_8695127424557267,LattesID_1250229850106551
LattesID_8524439219492170,LattesID_1250229850106551
LattesID_4112469381770544,LattesID_1250229850106551
LattesID_924993840829614,LattesID_1250229850106551
LattesID_7659416317950461,LattesID_1250229850106551
LattesID_917009990053493,LattesID_1250229850106551
LattesID_1628650275381198,LattesID_1250229850106551
LattesID_2106034162135390,LattesID_1278004515460973
LattesID_4152096413674884,LattesID_1278004515460973
LattesID_9674472881453832,LattesID_1278004515460973
LattesID_2994979403174851,LattesID_1278004515460973
LattesID_1642684917178327,LattesID_1278004515460973
LattesID_3242246307352533,LattesID_1278004515460973
LattesID_840226903480590,LattesID_1278004515460973
LattesID_3074461020062854,LattesID_1278004515460973
LattesID_8390154629304288,LattesID_1278004515460973
LattesID_6235762668449473,LattesID_1278004515460973
LattesID_321104564139760,LattesID_1278004515460973
LattesID_1105117538915605,LattesID_1278004515460973
LattesID_7685445918684517,LattesID_1278004515460973
LattesID_6129637530766050,LattesID_1278004515460973
LattesID_9319079984251454,LattesID_1278004515460973
LattesID_9435885004578060,LattesID_1278004515460973
LattesID_6469656882616214,LattesID_1278004515460973
LattesID_1184195536814806,LattesID_1278004515460973
LattesID_8031012573259362,LattesID_1278004515460973
LattesID_9163739520948220,LattesID_1278004515460973
LattesID_5376452909200749,LattesID_1278004515460973
LattesID_4816166073408660,LattesID_1278004515460973
LattesID_4819126975597135,LattesID_1278004515460973
LattesID_1841593572448050,LattesID_1278004515460973
LattesID_8277335157849216,LattesID_1278004515460973
LattesID_4454182958023791,LattesID_1282804646377460
LattesID_3659252117766787,LattesID_1282804646377460
LattesID_7359270434823021,LattesID_1282804646377460
LattesID_7913522013291731,LattesID_1282804646377460
LattesID_4233867225678017,LattesID_1282804646377460
LattesID_2662568629084620,LattesID_1282804646377460
LattesID_8771237528547152,LattesID_1282804646377460
LattesID_1201664163995487,LattesID_1282804646377460
LattesID_4537504122522169,LattesID_1282804646377460
LattesID_6393807652733084,LattesID_1282804646377460
LattesID_9568041005753424,LattesID_1282804646377460
LattesID_7322130113843701,LattesID_1282804646377460
LattesID_8534140509810651,LattesID_1282804646377460
LattesID_1790630866614580,LattesID_1282804646377460
LattesID_6643204228247723,LattesID_1282804646377460
LattesID_2752665400159903,LattesID_1282804646377460
LattesID_3091242911730789,LattesID_1282804646377460
LattesID_9640212647012536,LattesID_1282804646377460
LattesID_7951999302081531,LattesID_1282804646377460
LattesID_7592391994318253,LattesID_1282804646377460
LattesID_3317721483572836,LattesID_1282804646377460
LattesID_9375750856652820,LattesID_1282804646377460
LattesID_5561811389273159,LattesID_1282804646377460
LattesID_7604028345371638,LattesID_1282804646377460
LattesID_3483462003007835,LattesID_1282804646377460
LattesID_4083764193903937,LattesID_1282804646377460
LattesID_9405381843229760,LattesID_1282804646377460
LattesID_1472689109850138,LattesID_1282804646377460
LattesID_3322914924304994,LattesID_1282804646377460
LattesID_5552041119790997,LattesID_1282804646377460
LattesID_9260090185394492,LattesID_1282804646377460
LattesID_3226451322843962,LattesID_1282804646377460
LattesID_4248625091730955,LattesID_1282804646377460
LattesID_861792078847948,LattesID_1282804646377460
LattesID_9285915881062028,LattesID_1282804646377460
LattesID_6982450081934119,LattesID_1282804646377460
LattesID_5462819874040255,LattesID_1282804646377460
LattesID_6843206075121926,LattesID_1282804646377460
LattesID_5154685376181024,LattesID_1282804646377460
LattesID_4580115157149218,LattesID_1282804646377460
LattesID_8519426875307774,LattesID_1282804646377460
LattesID_3206916878992794,LattesID_1282804646377460
LattesID_4765412070532554,LattesID_1282804646377460
LattesID_851076407383899,LattesID_1282804646377460
LattesID_1713572151403077,LattesID_1282804646377460
LattesID_5726366418302065,LattesID_1282804646377460
LattesID_6233408976116417,LattesID_1282804646377460
LattesID_400923235953292,LattesID_1282804646377460
LattesID_1920537796433603,LattesID_1282804646377460
LattesID_6350499806542489,LattesID_1282804646377460
LattesID_471283116886001,LattesID_1282804646377460
LattesID_806496808517790,LattesID_1282804646377460
LattesID_7808524028703888,LattesID_1282804646377460
LattesID_1106739444151329,LattesID_1282804646377460
LattesID_1248245599183924,LattesID_1282804646377460
LattesID_5739819800762533,LattesID_1282804646377460
LattesID_5866465549229696,LattesID_1282804646377460
LattesID_2683727239493069,LattesID_1282804646377460
LattesID_5197940154265057,LattesID_1282804646377460
LattesID_8881801462455870,LattesID_1282804646377460
LattesID_3540647910969498,LattesID_1259500926303809
LattesID_2705575616205924,LattesID_1259500926303809
LattesID_8302948304559699,LattesID_1259500926303809
LattesID_9677723027168712,LattesID_1259500926303809
LattesID_5158529652259983,LattesID_1259500926303809
LattesID_2070243803474583,LattesID_1259500926303809
LattesID_5692505078571211,LattesID_1259500926303809
LattesID_9482554194807036,LattesID_1259500926303809
LattesID_8467604868839986,LattesID_1259500926303809
LattesID_8006341809134558,LattesID_1259500926303809
LattesID_3258614547944411,LattesID_1259500926303809
LattesID_4972016872626923,LattesID_1259500926303809
LattesID_4469042497410457,LattesID_1259500926303809
LattesID_4937086018366737,LattesID_1259500926303809
LattesID_698642585917862,LattesID_1259500926303809
LattesID_4310853811768919,LattesID_1259500926303809
LattesID_7362413662467411,LattesID_1259500926303809
LattesID_6915970310995714,LattesID_1259500926303809
LattesID_4454325004080403,LattesID_1259500926303809
LattesID_4483763611388734,LattesID_1259500926303809
LattesID_7176511923167813,LattesID_1259500926303809
LattesID_235157769836822,LattesID_1259500926303809
LattesID_3729126159843516,LattesID_1259500926303809
LattesID_7007131928969789,LattesID_1259500926303809
LattesID_4171869730871848,LattesID_1259500926303809
LattesID_1499104469066618,LattesID_1259500926303809
LattesID_6282116154682994,LattesID_1259500926303809
LattesID_9082149477261648,LattesID_1259500926303809
LattesID_6856795625368651,LattesID_1259500926303809
LattesID_8429697740676014,LattesID_1214389619505648
LattesID_8172411897302450,LattesID_1214389619505648
LattesID_5032298878840369,LattesID_1214389619505648
LattesID_7201130310243876,LattesID_1214389619505648
LattesID_1524286496144660,LattesID_1214389619505648
LattesID_7996696632908126,LattesID_1214389619505648
LattesID_8314104806339634,LattesID_1214389619505648
LattesID_3155794306914023,LattesID_1214389619505648
LattesID_7793465081027514,LattesID_1214389619505648
LattesID_7724294565993798,LattesID_1214389619505648
LattesID_2598363805159415,LattesID_1214389619505648
LattesID_6521235459466026,LattesID_1214389619505648
LattesID_2944026448340835,LattesID_1214389619505648
LattesID_7893944136482136,LattesID_1214389619505648
LattesID_9688569793847316,LattesID_1214389619505648
LattesID_1815555664080528,LattesID_1214389619505648
LattesID_264629028239511,LattesID_1214389619505648
LattesID_9279873046810368,LattesID_1242386923227672
LattesID_7352154839166198,LattesID_1242386923227672
LattesID_9091468333019740,LattesID_1242386923227672
LattesID_1683403019823334,LattesID_1242386923227672
LattesID_9348769926232772,LattesID_1242386923227672
LattesID_747970997222751,LattesID_1242386923227672
LattesID_8056530272352898,LattesID_1242386923227672
LattesID_5645243204926918,LattesID_1242386923227672
LattesID_9478048061264916,LattesID_1242386923227672
LattesID_3657350923435278,LattesID_1344518864144443
LattesID_9708388006586544,LattesID_1344518864144443
LattesID_8653986154947144,LattesID_1374198108224783
LattesID_4244571342821832,LattesID_1374198108224783
LattesID_1999327794032638,LattesID_1374198108224783
LattesID_2525124542872227,LattesID_1374198108224783
LattesID_72632067545698,LattesID_1374198108224783
LattesID_1154588453321097,LattesID_1374198108224783
LattesID_8115897679826157,LattesID_1374198108224783
LattesID_7410254704537962,LattesID_1374198108224783
LattesID_4037337388620998,LattesID_1374198108224783
LattesID_1959776475286716,LattesID_1374198108224783
LattesID_1095536371422905,LattesID_1374198108224783
LattesID_6188020083604727,LattesID_1374198108224783
LattesID_3897985584113263,LattesID_1360965206220385
LattesID_5250669917491141,LattesID_1360965206220385
LattesID_1450681491494516,LattesID_1360965206220385
LattesID_2498050002491677,LattesID_1398733763837178
LattesID_5655731740243271,LattesID_1398733763837178
LattesID_5024602152304064,LattesID_1398733763837178
LattesID_3970891727388929,LattesID_1398733763837178
LattesID_3256284655278061,LattesID_1398733763837178
LattesID_3059520185406581,LattesID_1398733763837178
LattesID_9292098822914752,LattesID_1398733763837178
LattesID_649693969807037,LattesID_1398733763837178
LattesID_853074551999988,LattesID_1398733763837178
LattesID_8845965627299766,LattesID_1398733763837178
LattesID_7888191553838018,LattesID_1398733763837178
LattesID_4263696954174963,LattesID_1398733763837178
LattesID_3300067187001570,LattesID_1398733763837178
LattesID_7205705989244804,LattesID_1358511937659656
LattesID_2242067037188436,LattesID_1358511937659656
LattesID_2595305873022980,LattesID_1358511937659656
LattesID_127738556074911,LattesID_1358511937659656
LattesID_8792257848930246,LattesID_1358511937659656
LattesID_4454586336451174,LattesID_1358511937659656
LattesID_9346519556893698,LattesID_1358511937659656
LattesID_2626039196319593,LattesID_1358511937659656
LattesID_4668488266463689,LattesID_1358511937659656
LattesID_878310617104095,LattesID_1358511937659656
LattesID_2786673702088248,LattesID_1358511937659656
LattesID_4967825970262388,LattesID_1358511937659656
LattesID_4692712866129834,LattesID_1358511937659656
LattesID_8909334567319213,LattesID_1358511937659656
LattesID_3318633527676389,LattesID_1358511937659656
LattesID_2033810796616550,LattesID_1358511937659656
LattesID_8492152959126090,LattesID_1358511937659656
LattesID_2223239028889387,LattesID_1358511937659656
LattesID_8693241680771069,LattesID_1358511937659656
LattesID_9113323217558840,LattesID_1358511937659656
LattesID_1646727199451095,LattesID_1358511937659656
LattesID_1928117848082624,LattesID_1358511937659656
LattesID_3544969835121420,LattesID_1358511937659656
LattesID_3115881878611701,LattesID_1358511937659656
LattesID_5723816513897339,LattesID_1358511937659656
LattesID_8035683051542531,LattesID_1358511937659656
LattesID_6289207133294376,LattesID_1358511937659656
LattesID_1104830277358489,LattesID_1358511937659656
LattesID_6566105969072228,LattesID_1358511937659656
LattesID_2883184744475863,LattesID_1358511937659656
LattesID_4897620765386940,LattesID_1358511937659656
LattesID_7858713275429336,LattesID_1358511937659656
LattesID_7649829473196490,LattesID_1358511937659656
LattesID_3012261650709057,LattesID_1358511937659656
LattesID_8400962253985118,LattesID_1358511937659656
LattesID_915141345782268,LattesID_1358511937659656
LattesID_9375169281349248,LattesID_1315509984364413
LattesID_621698590273385,LattesID_1315509984364413
LattesID_951550758074600,LattesID_1315509984364413
LattesID_324527319389185,LattesID_1315509984364413
LattesID_3252850945130179,LattesID_1315509984364413
LattesID_4889221306693452,LattesID_1367907052743581
LattesID_8143876979305077,LattesID_1367907052743581
LattesID_5518691817651081,LattesID_1367907052743581
LattesID_3894622097517623,LattesID_1367907052743581
LattesID_7513852327909446,LattesID_1367907052743581
LattesID_8800076705979789,LattesID_1357887401899097
LattesID_3566110767537458,LattesID_1357887401899097
LattesID_7719675103212706,LattesID_1357887401899097
LattesID_808589163422613,LattesID_1357887401899097
LattesID_2234040548103596,LattesID_1357887401899097
LattesID_8996581733787437,LattesID_1357887401899097
LattesID_8059198436766378,LattesID_1357887401899097
LattesID_595103966290232,LattesID_1357887401899097
LattesID_7907570677010861,LattesID_1357887401899097
LattesID_4214726460957461,LattesID_1357887401899097
LattesID_9741127748330696,LattesID_1357887401899097
LattesID_1448721761549265,LattesID_1357887401899097
LattesID_7853114632882995,LattesID_1357887401899097
LattesID_1797223363490431,LattesID_1357887401899097
LattesID_7297410126945682,LattesID_1357887401899097
LattesID_8707612770138733,LattesID_1357887401899097
LattesID_8213279977425230,LattesID_1357887401899097
LattesID_3150185166811075,LattesID_1357887401899097
LattesID_741285021403751,LattesID_1357887401899097
LattesID_237930361350556,LattesID_1357887401899097
LattesID_7926838249921187,LattesID_1357887401899097
LattesID_4880055644059200,LattesID_1357887401899097
LattesID_132980303426326,LattesID_1357887401899097
LattesID_593245679149147,LattesID_1357887401899097
LattesID_4412695746430601,LattesID_1361522424662664
LattesID_1354708016045378,LattesID_1361522424662664
LattesID_8198035204332854,LattesID_1361522424662664
LattesID_1881663364594252,LattesID_1361522424662664
LattesID_4773750230131636,LattesID_1361522424662664
LattesID_5818601620892196,LattesID_1361522424662664
LattesID_6710912012052033,LattesID_1361522424662664
LattesID_4863068863999519,LattesID_1361522424662664
LattesID_3484703034220879,LattesID_1361522424662664
LattesID_1149288143956391,LattesID_1361522424662664
LattesID_4809580937676420,LattesID_1361522424662664
LattesID_2025875450247762,LattesID_1361522424662664
LattesID_7414206006132709,LattesID_1361522424662664
LattesID_2496087027127047,LattesID_1361522424662664
LattesID_3470071249239465,LattesID_1361522424662664
LattesID_6249162728787331,LattesID_1361522424662664
LattesID_4173099577699185,LattesID_1361522424662664
LattesID_3669079636938542,LattesID_1361522424662664
LattesID_3566951360437505,LattesID_1361522424662664
LattesID_7309575020715694,LattesID_1361522424662664
LattesID_3005995061689591,LattesID_1361522424662664
LattesID_8280793173776888,LattesID_1361522424662664
LattesID_4878025716662374,LattesID_1310552737899460
LattesID_205991461200869,LattesID_1310552737899460
LattesID_3893220614171887,LattesID_1310552737899460
LattesID_9968528770003320,LattesID_1310552737899460
LattesID_6855811494289062,LattesID_1310552737899460
LattesID_762447571164206,LattesID_1310552737899460
LattesID_4998864552511148,LattesID_1310552737899460
LattesID_7952758217632400,LattesID_1310552737899460
LattesID_9286662127746616,LattesID_1310552737899460
LattesID_8207292675881763,LattesID_1310552737899460
LattesID_969191025993645,LattesID_1310552737899460
LattesID_9749564043883440,LattesID_1310552737899460
LattesID_2701636845135650,LattesID_1310552737899460
LattesID_7807767709546522,LattesID_1310552737899460
LattesID_2595424527302053,LattesID_1310552737899460
LattesID_4310168532416606,LattesID_1310552737899460
LattesID_5646140030554386,LattesID_1310552737899460
LattesID_7141186898784095,LattesID_1310552737899460
LattesID_9815111677356196,LattesID_1310552737899460
LattesID_19827261770194,LattesID_1310552737899460
LattesID_7221381526258640,LattesID_1310552737899460
LattesID_5057588426925464,LattesID_1396385111251741
LattesID_3927703815676177,LattesID_1396385111251741
LattesID_6733739825285561,LattesID_1396385111251741
LattesID_9363303337287168,LattesID_1396385111251741
LattesID_5501240830267528,LattesID_1396385111251741
LattesID_5650846676997534,LattesID_1396385111251741
LattesID_9218322601606856,LattesID_1396385111251741
LattesID_6542552267763233,LattesID_1396385111251741
LattesID_2992260687234549,LattesID_1396385111251741
LattesID_4823102188272284,LattesID_1396385111251741
LattesID_6397527183291599,LattesID_1396385111251741
LattesID_4402585143764573,LattesID_1396385111251741
LattesID_5040656764872969,LattesID_1396385111251741
LattesID_305062729397238,LattesID_1396385111251741
LattesID_8699659612200662,LattesID_1396385111251741
LattesID_6516369977507577,LattesID_1396385111251741
LattesID_1119774618311172,LattesID_1396385111251741
LattesID_4113705097600873,LattesID_1332544911712865
LattesID_3956905294748809,LattesID_1332544911712865
LattesID_6940061758210050,LattesID_1332544911712865
LattesID_5408636733538669,LattesID_1332544911712865
LattesID_996675223199497,LattesID_1314550908170192
LattesID_9549088813751020,LattesID_1314550908170192
LattesID_5669738945580500,LattesID_1314550908170192
LattesID_9037408103211808,LattesID_1314550908170192
LattesID_8703069435594450,LattesID_1314550908170192
LattesID_4870494929271037,LattesID_1314550908170192
LattesID_7524680676441142,LattesID_1314550908170192
LattesID_5948347672139970,LattesID_1314550908170192
LattesID_7127010041222359,LattesID_1314550908170192
LattesID_1012517690274045,LattesID_1314550908170192
LattesID_5523282657481536,LattesID_1314550908170192
LattesID_8184460142607685,LattesID_1314550908170192
LattesID_7157139461213752,LattesID_1320324289662918
LattesID_5861661010156958,LattesID_1320324289662918
LattesID_5422478971861549,LattesID_1320324289662918
LattesID_7397366455746254,LattesID_1320324289662918
LattesID_6764201874517493,LattesID_1312861827860531
LattesID_1115398399489567,LattesID_1312861827860531
LattesID_6587099361548333,LattesID_1311270866082988
LattesID_5255651697499726,LattesID_1311270866082988
LattesID_187368026782910,LattesID_1311270866082988
LattesID_2571820120622428,LattesID_1311270866082988
LattesID_9342098885435388,LattesID_1311270866082988
LattesID_8885615330187933,LattesID_1311270866082988
LattesID_4700187862807099,LattesID_1311270866082988
LattesID_5110485976613934,LattesID_1311270866082988
LattesID_515150725587434,LattesID_1324291141781772
LattesID_6118785015703282,LattesID_1324291141781772
LattesID_9997719586676776,LattesID_1324291141781772
LattesID_9567732690904132,LattesID_1324291141781772
LattesID_4453451073551283,LattesID_1324291141781772
LattesID_855080156904980,LattesID_1324291141781772
LattesID_1144266495720148,LattesID_1324291141781772
LattesID_1438691490740154,LattesID_1324291141781772
LattesID_4402316627213672,LattesID_1324291141781772
LattesID_654495217313534,LattesID_1324291141781772
LattesID_1771519302618922,LattesID_1324291141781772
LattesID_4393307698703691,LattesID_1324291141781772
LattesID_167224406405533,LattesID_1324291141781772
LattesID_4398226052902295,LattesID_1324291141781772
LattesID_1884582725134426,LattesID_1324291141781772
LattesID_4709871575887295,LattesID_1324291141781772
LattesID_545246175039812,LattesID_1324291141781772
LattesID_8296982385570730,LattesID_1324291141781772
LattesID_2839547928353699,LattesID_1324291141781772
LattesID_4033216443566560,LattesID_1324291141781772
LattesID_683441338403298,LattesID_1324291141781772
LattesID_8525007340884680,LattesID_1324291141781772
LattesID_1742789880113814,LattesID_1324291141781772
LattesID_5164228036582907,LattesID_1324291141781772
LattesID_5773420650064360,LattesID_1324291141781772
LattesID_75630943239447,LattesID_1324291141781772
LattesID_1231217334389564,LattesID_1324291141781772
LattesID_1896582517990112,LattesID_1324291141781772
LattesID_1264469851207038,LattesID_1324291141781772
LattesID_519249883318069,LattesID_1324291141781772
LattesID_9246782277916774,LattesID_1324291141781772
LattesID_3509449156505743,LattesID_1324291141781772
LattesID_9027350377710492,LattesID_1324291141781772
LattesID_7950554870627898,LattesID_1324291141781772
LattesID_3731618062934160,LattesID_1324291141781772
LattesID_9362801162546562,LattesID_1324291141781772
LattesID_9166267787315422,LattesID_1324291141781772
LattesID_6144333419541402,LattesID_1324291141781772
LattesID_7955183658651586,LattesID_1324291141781772
LattesID_4970333805264260,LattesID_1324291141781772
LattesID_1540432621380054,LattesID_1324291141781772
LattesID_8452907580437675,LattesID_1324291141781772
LattesID_9622437076633846,LattesID_1324291141781772
LattesID_7773777591596819,LattesID_1324291141781772
LattesID_3124956990830922,LattesID_1324291141781772
LattesID_9981369766676380,LattesID_1324291141781772
LattesID_1600734895867578,LattesID_1324291141781772
LattesID_4937173580326037,LattesID_1324291141781772
LattesID_1261610728639848,LattesID_1368116583439163
LattesID_2076734786944162,LattesID_1368116583439163
LattesID_1990295490407120,LattesID_1368116583439163
LattesID_4539200325793594,LattesID_1368116583439163
LattesID_4167704974360437,LattesID_1368116583439163
LattesID_7352801589669811,LattesID_1368116583439163
LattesID_6517605818730476,LattesID_1368116583439163
LattesID_5458504380344726,LattesID_1368116583439163
LattesID_615023601008752,LattesID_1368116583439163
LattesID_2008278521358688,LattesID_1368116583439163
LattesID_460153067343752,LattesID_1368116583439163
LattesID_5120232484390898,LattesID_1368116583439163
LattesID_8992066491327482,LattesID_1368116583439163
LattesID_9772814678323520,LattesID_1368116583439163
LattesID_6443498376270135,LattesID_1350890583236601
LattesID_4585171786574963,LattesID_1350890583236601
LattesID_8822284125037565,LattesID_1349814523219046
LattesID_894055794610042,LattesID_1349814523219046
LattesID_383307380883439,LattesID_1349814523219046
LattesID_6143276659576302,LattesID_1349814523219046
LattesID_400174281164136,LattesID_1349814523219046
LattesID_1551852171008035,LattesID_1349814523219046
LattesID_1165521356920871,LattesID_1349814523219046
LattesID_8115975904616053,LattesID_1349814523219046
LattesID_3487546022829633,LattesID_1349814523219046
LattesID_5481733014713777,LattesID_1349814523219046
LattesID_951434370097394,LattesID_1349814523219046
LattesID_4876220648209938,LattesID_1349814523219046
LattesID_5820350724516488,LattesID_1349814523219046
LattesID_1101306728305423,LattesID_1349814523219046
LattesID_3487570058201262,LattesID_1349814523219046
LattesID_4659230362946311,LattesID_1349814523219046
LattesID_778137151607629,LattesID_1349814523219046
LattesID_874794982250566,LattesID_1349814523219046
LattesID_3890202285222542,LattesID_1349814523219046
LattesID_8717848444782898,LattesID_1349814523219046
LattesID_6459410325573372,LattesID_1349814523219046
LattesID_6351901040580961,LattesID_1349814523219046
LattesID_6527466202895105,LattesID_1305553577433058
LattesID_5431203157672972,LattesID_1305553577433058
LattesID_4897632187244463,LattesID_1305553577433058
LattesID_3262521030310185,LattesID_1305553577433058
LattesID_4936639465476057,LattesID_1305553577433058
LattesID_2433820839286134,LattesID_1305553577433058
LattesID_1402706133288926,LattesID_1305553577433058
LattesID_5840035909007862,LattesID_1305553577433058
LattesID_2658198436196208,LattesID_1305553577433058
LattesID_9243242605694216,LattesID_1305553577433058
LattesID_9805077513370028,LattesID_1305553577433058
LattesID_8344146898196450,LattesID_1305553577433058
LattesID_2123460286086886,LattesID_1305553577433058
LattesID_5750962996669551,LattesID_1305553577433058
LattesID_5423037222755724,LattesID_1305553577433058
LattesID_9371394647869104,LattesID_1305553577433058
LattesID_4966844003711861,LattesID_1305553577433058
LattesID_2205394283926864,LattesID_1305553577433058
LattesID_1395446557600751,LattesID_1305553577433058
LattesID_5324733625643254,LattesID_1305553577433058
LattesID_4279873180417960,LattesID_1305553577433058
LattesID_106808973564306,LattesID_1305553577433058
LattesID_8579319733212898,LattesID_1305553577433058
LattesID_5070733469015066,LattesID_1305553577433058
LattesID_3010146839394113,LattesID_1305553577433058
LattesID_2635292088828520,LattesID_1305553577433058
LattesID_436700983504113,LattesID_1305553577433058
LattesID_3331956866358374,LattesID_1305553577433058
LattesID_1354499226800603,LattesID_1305553577433058
LattesID_2588050776256559,LattesID_1305553577433058
LattesID_5344420496544189,LattesID_1305553577433058
LattesID_2728220921040050,LattesID_1399431224319032
LattesID_2570271652112542,LattesID_1399431224319032
LattesID_1095126066297378,LattesID_1399431224319032
LattesID_7402893460410106,LattesID_1399431224319032
LattesID_3176462842633144,LattesID_1399431224319032
LattesID_9943042993479578,LattesID_1399431224319032
LattesID_8913147839877594,LattesID_1399431224319032
LattesID_3176885917588215,LattesID_1399431224319032
LattesID_884468855558017,LattesID_1399431224319032
LattesID_3048956236266851,LattesID_1399431224319032
LattesID_414051040740486,LattesID_1399431224319032
LattesID_9255654125443368,LattesID_1392245233631576
LattesID_9153822100920446,LattesID_1392245233631576
LattesID_9095714835639106,LattesID_1392245233631576
LattesID_2361777706971645,LattesID_1392245233631576
LattesID_9478915245484600,LattesID_1392245233631576
LattesID_4103022759238316,LattesID_1392245233631576
LattesID_3302314858252327,LattesID_1392245233631576
LattesID_1282294478259902,LattesID_1392245233631576
LattesID_2120254266352724,LattesID_1392245233631576
LattesID_5073093473103546,LattesID_1392245233631576
LattesID_2388947927894697,LattesID_1392245233631576
LattesID_8105526566136570,LattesID_1392245233631576
LattesID_5832804608348412,LattesID_1392245233631576
LattesID_447184013579092,LattesID_1392245233631576
LattesID_8035772872276717,LattesID_1392245233631576
LattesID_8156541588576968,LattesID_1392245233631576
LattesID_3136931426367642,LattesID_1392245233631576
LattesID_8711223656250765,LattesID_1392245233631576
LattesID_6793829194436052,LattesID_1377022547816780
LattesID_8103443422980370,LattesID_1377022547816780
LattesID_9700319784835552,LattesID_1377022547816780
LattesID_9995079300701490,LattesID_1377022547816780
LattesID_7036939783320590,LattesID_1325247019367288
LattesID_1510562875613949,LattesID_1325247019367288
LattesID_4950395674357005,LattesID_1325247019367288
LattesID_9501907325342104,LattesID_1325247019367288
LattesID_9727852591066698,LattesID_1325247019367288
LattesID_8372002556717110,LattesID_1325247019367288
LattesID_6576761622333487,LattesID_1325247019367288
LattesID_4404987902014710,LattesID_1325247019367288
LattesID_5088697771412885,LattesID_1325247019367288
LattesID_2349648501782874,LattesID_1325247019367288
LattesID_8795946927134474,LattesID_1325247019367288
LattesID_5715017712540120,LattesID_1325247019367288
LattesID_5404340764088225,LattesID_1325247019367288
LattesID_8916776820251592,LattesID_1325247019367288
